AGI code	Annotation
AT1G77760	"Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin."
AT1G78450	SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT1G17100.1); Has 574 Blast hits to 564 proteins in 43 species: Archae - 2; Bacteria - 14; Metazoa - 145; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 346 (source: NCBI BLink).
AT1G78460	SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT1G17100.1); Has 924 Blast hits to 890 proteins in 69 species: Archae - 2; Bacteria - 58; Metazoa - 200; Fungi - 0; Plants - 83; Viruses - 0; Other Eukaryotes - 581 (source: NCBI BLink).
AT1G80230	"cytochrome c oxidase family protein; FUNCTIONS IN: cytochrome-c oxidase activity; LOCATED IN: mitochondrial envelope, mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit Vb (InterPro:IPR002124); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase family protein (TAIR:AT3G15640.1); Has 341 Blast hits to 341 proteins in 124 species: Archae - 0; Bacteria - 0; Metazoa - 189; Fungi - 63; Plants - 54; Viruses - 0; Other Eukaryotes - 35 (source: NCBI BLink)."
AT2G01090	"ubiquinol-cytochrome C reductase complex 7.8 kDa protein, putative / mitochondrial hinge protein, putative; FUNCTIONS IN: ubiquinol-cytochrome-c reductase activity; INVOLVED IN: mitochondrial electron transport, ubiquinol to cytochrome c; LOCATED IN: mitochondrial respiratory chain complex III; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ubiquinol-cytochrome C reductase hinge (InterPro:IPR003422); BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase complex 7.8 kDa protein, putative / mitochondrial hinge protein, putative (TAIR:AT1G15120.1); Has 95 Blast hits to 95 proteins in 41 species: Archae - 0; Bacteria - 0; Metazoa - 12; Fungi - 2; Plants - 49; Viruses - 0; Other Eukaryotes - 32 (source: NCBI BLink)."
AT2G04850	"auxin-responsive protein-related; LOCATED IN: membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP037471 (InterPro:IPR017214), Protein of unknown function DUF568, DOMON-like (InterPro:IPR007613), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: auxin-responsive family protein (TAIR:AT3G25290.2); Has 374 Blast hits to 374 proteins in 74 species: Archae - 0; Bacteria - 2; Metazoa - 72; Fungi - 47; Plants - 246; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink)."
AT2G05190	"pseudogene, cytochrome P450 -related, blastp match of 34% identity and 2.0e-07 P-value to SP|Q42798|C931_SOYBN Cytochrome P450 93A1 (EC 1.14.-.-). (Soybean) {Glycine max}"
AT2G05870	"transposable element gene; similar to cytochrome P-450 aromatase-related [Arabidopsis thaliana] (TAIR:AT4G07435.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)"
AT2G07681	"cytochrome c biogenesis protein, putative; FUNCTIONS IN: heme transporter activity; INVOLVED IN: cytochrome complex assembly, respiratory chain complex IV assembly, heme transport, protein complex assembly; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Cytochrome c assembly protein (InterPro:IPR002541), Cytochrome c-type biogenesis protein CcmC (InterPro:IPR003557); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00900.1); Has 3010 Blast hits to 3010 proteins in 596 species: Archae - 20; Bacteria - 1120; Metazoa - 2; Fungi - 0; Plants - 84; Viruses - 0; Other Eukaryotes - 1784 (source: NCBI BLink)."
AT2G07687	"cytochrome c oxidase subunit 3; FUNCTIONS IN: cytochrome-c oxidase activity; INVOLVED IN: mitochondrial electron transport, cytochrome c to oxygen; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit III (InterPro:IPR000298); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00730.1); Has 20036 Blast hits to 20023 proteins in 4107 species: Archae - 36; Bacteria - 2753; Metazoa - 13063; Fungi - 300; Plants - 457; Viruses - 0; Other Eukaryotes - 3427 (source: NCBI BLink)."
AT2G07695	"cytochrome c oxidase subunit II, putative; FUNCTIONS IN: electron carrier activity, cytochrome-c oxidase activity, copper ion binding, heme binding; INVOLVED IN: electron transport chain, respiratory electron transport chain; LOCATED IN: integral to membrane, membrane; EXPRESSED IN: male gametophyte; EXPRESSED DURING: L mature pollen stage; CONTAINS InterPro DOMAIN/s: Cytochrome C oxidase subunit II-like, transmembrane region (InterPro:IPR015964), Cytochrome C oxidase subunit II, transmembrane region (InterPro:IPR011759); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG01280.1); Has 12410 Blast hits to 12408 proteins in 4501 species: Archae - 0; Bacteria - 271; Metazoa - 10080; Fungi - 326; Plants - 261; Viruses - 0; Other Eukaryotes - 1472 (source: NCBI BLink)."
AT2G07718	"cytochrome b, putative; FUNCTIONS IN: electron carrier activity, oxidoreductase activity; INVOLVED IN: respiratory electron transport chain; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Cytochrome b/b6 (InterPro:IPR016175), Cytochrome b/b6, N-terminal (InterPro:IPR005797); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00590.1); Has 22999 Blast hits to 22998 proteins in 3944 species: Archae - 0; Bacteria - 28; Metazoa - 21735; Fungi - 0; Plants - 517; Viruses - 0; Other Eukaryotes - 719 (source: NCBI BLink)."
AT2G07727	"cytochrome b (MTCYB) (COB) (CYTB); FUNCTIONS IN: electron carrier activity, oxidoreductase activity; INVOLVED IN: respiratory electron transport chain; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Cytochrome b/b6 (InterPro:IPR016175), Cytochrome b/b6, C-terminal (InterPro:IPR005798), Di-haem cytochrome, transmembrane (InterPro:IPR016174), Cytochrome b/b6, N-terminal (InterPro:IPR005797); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00220.1); Has 135005 Blast hits to 134822 proteins in 27099 species: Archae - 77; Bacteria - 1750; Metazoa - 124663; Fungi - 1224; Plants - 1334; Viruses - 0; Other Eukaryotes - 5957 (source: NCBI BLink)."
AT2G07768	"heme transporter; FUNCTIONS IN: heme transporter activity; INVOLVED IN: cytochrome complex assembly, heme transport; LOCATED IN: mitochondrion, membrane; CONTAINS InterPro DOMAIN/s: Cytochrome c-type biogenesis protein (InterPro:IPR003567), Cytochrome c-type biogenesis protein CcbS (InterPro:IPR003569); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00960.1)."
AT2G07771	"cytochrome c biogenesis protein-related; FUNCTIONS IN: heme transporter activity; INVOLVED IN: respiratory chain complex IV assembly, cytochrome complex assembly, heme transport, protein complex assembly; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: Cytochrome c-type biogenesis protein CcmC (InterPro:IPR003557), Cytochrome c assembly protein (InterPro:IPR002541); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00900.1); Has 3002 Blast hits to 3002 proteins in 595 species: Archae - 20; Bacteria - 1118; Metazoa - 2; Fungi - 0; Plants - 84; Viruses - 0; Other Eukaryotes - 1778 (source: NCBI BLink)."
AT2G10836	"transposable element gene; similar to cytochrome P-450 aromatase-related [Arabidopsis thaliana] (TAIR:AT2G10470.1); similar to cytochrome P-450 aromatase-related [Arabidopsis thaliana] (TAIR:AT4G07435.1); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)"
AT2G12190	"cytochrome P450, putative; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; EXPRESSED IN: stem, leaf whorl, male gametophyte, flower, stamen; EXPRESSED DURING: 4 anthesis; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, C-terminal region (InterPro:IPR017973), Cytochrome P450, conserved site (InterPro:IPR017972), Cytochrome P450, E-class, group I (InterPro:IPR002401); BEST Arabidopsis thaliana protein match is: CYP89A5; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT1G64950.1); Has 23462 Blast hits to 23368 proteins in 1258 species: Archae - 21; Bacteria - 2120; Metazoa - 10271; Fungi - 4412; Plants - 5634; Viruses - 3; Other Eukaryotes - 1001 (source: NCBI BLink)."
AT2G14100	a member of the cytochrome P450 family
AT2G18140	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: cell wall; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT2G18150.1); Has 3110 Blast hits to 3091 proteins in 236 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 245; Plants - 2816; Viruses - 0; Other Eukaryotes - 43 (source: NCBI BLink)."
AT2G18150	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress, response to nematode; LOCATED IN: cell wall; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT2G18140.1); Has 3070 Blast hits to 3052 proteins in 222 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 205; Plants - 2818; Viruses - 0; Other Eukaryotes - 41 (source: NCBI BLink)."
AT2G18980	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: LP.04 four leaves visible, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT4G30170.1); Has 2978 Blast hits to 2961 proteins in 231 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 141; Plants - 2790; Viruses - 0; Other Eukaryotes - 41 (source: NCBI BLink)."
AT2G22330	"Encodes a cytochrome P450. Involved in tryptophan metabolism. Converts Trp to indole-3-acetaldoxime (IAOx), a precursor to IAA and indole glucosinolates."
AT2G22335	pseudogene of cytochrome P450 family protein
AT2G22420	"peroxidase 17 (PER17) (P17); FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT2G18150.1); Has 3110 Blast hits to 3096 proteins in 230 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 255; Plants - 2806; Viruses - 0; Other Eukaryotes - 45 (source: NCBI BLink)."
AT2G24180	cytochrome P450 monooxygenase
AT2G24800	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: sperm cell, leaf whorl, sepal, flower; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT4G31760.1); Has 3188 Blast hits to 3171 proteins in 245 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 306; Plants - 2827; Viruses - 0; Other Eukaryotes - 49 (source: NCBI BLink)."
AT2G24940	"Arabidopsis thaliana membrane-associated progesterone binding protein 2 (AtMAPR2); FUNCTIONS IN: heme binding; LOCATED IN: cellular_component unknown; EXPRESSED IN: male gametophyte, cultured cell, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; CONTAINS InterPro DOMAIN/s: Cytochrome b5, heme-binding site (InterPro:IPR018506), Cytochrome b5 (InterPro:IPR001199); BEST Arabidopsis thaliana protein match is: MSBP1 (membrane steroid binding protein 1); steroid binding (TAIR:AT5G52240.1); Has 795 Blast hits to 795 proteins in 140 species: Archae - 2; Bacteria - 9; Metazoa - 377; Fungi - 218; Plants - 121; Viruses - 0; Other Eukaryotes - 68 (source: NCBI BLink)."
AT2G26170	"Encodes a protein with similarity to thromboxane-A synthase, member of the CYP711A cytochrome P450 family. MAX1 is a specific repressor of vegetative axillary buds generated by the axillary meristem. Expressed in vascular traces in the rosette stem and axillary buds throughout plant development. Mutants have increased axillary branches. Along with MAX3,4 thought to mediate control of shoot branching via synthesis of a signal molecule which is transported over long distance mediated by MAX2. cDNA supports the existence of the longer transcript predicted for this locus, no cDNA isolated for shorter transcript. MAX1 downregulates 11 genes involved in flavonoid pathway (CHS, CHI, F3H, F3'H, FLS, DFR, ANS, UFGT, RT, AAC and GST)."
AT2G26500	"cytochrome b6f complex subunit (petM), putative; FUNCTIONS IN: plastoquinol-plastocyanin reductase activity; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: PetM of cytochrome b6/f complex subunit 7 (InterPro:IPR012595); Has 27 Blast hits to 27 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 27; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT2G26550	"encodes a heme oxygenase that catalyzes the oxidation of heme to biliverdin IXalpha, CO and Fe(2+), a committed step in the biosynthesis of the phytochrome chromophore phytochromobilin."
AT2G26670	Encodes a plastid heme oxygenase necessary for phytochrome chromophore biosynthesis and for coupling the expression of some nuclear genes to the functional state of the chloroplast.
AT2G26710	Encodes a member of the cytochrome p450 family that serves as a control point between multiple photoreceptor systems and brassinosteroid signal transduction. Involved in brassinolide metabolism. Mediates response to a variety of light signals including hypocotyl elongation and cotyledon expansion.
AT2G29980	Endoplasmic reticulum enzyme responsible for the synthesis of 18:3 fatty acids from phospholipids. Uses cytochrome b5 as electron donor.
AT2G30390	Encodes one of two ferrochelatase genes in Arabidopsis. Ferrochelatase is the terminal enzyme of heme biosynthesis.  FC-II is speculated to operate in photosynthetic cytochromes
AT2G30750	putative cytochrome P450
AT2G30770	putative cytochrome P450
AT2G30890	"membrane protein, putative; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: cytochrome B561-related (TAIR:AT4G18260.1); Has 276 Blast hits to 276 proteins in 52 species: Archae - 0; Bacteria - 0; Metazoa - 27; Fungi - 49; Plants - 194; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink)."
AT2G32720	member of Cytochromes b5
AT2G34060	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: flower, root; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G14130.1); Has 2882 Blast hits to 2868 proteins in 218 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 74; Plants - 2764; Viruses - 0; Other Eukaryotes - 42 (source: NCBI BLink)."
